,feature_id,feature,feature_description,feature_full,Feature,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,IncMSE_means,IncMSE_sds,present,n,prev,mean,rho,spearman_p,wilcox_p,mean_IgA_present,CI_IgA_present,mean_IgA_absent,CI_IgA_absent,lr_unadjusted_p,lr_adjusted_p,GMR,spearman_padj,wilcox_padj,lr_unadjusted_padj,lr_adjusted_padj,rf_rank,rf_top20,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_name,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_coef_adjusted,maaslin_stderr_adjusted,maaslin_pval_adjusted,maaslin_qval_adjusted,maaslin_qval_filt,maaslin_qval_adjusted_filt,country,country_clean,module
245,p361,PWY-7323,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis (PWY-7323),PWY-7323,-0.003087307,-0.000787334,0.00181548,0.000606298,0.001345217,0.000246986,-0.003406396,-0.008496097,0.001661705,1.95E-05,0.000782521,0.001059528,-0.005419205,-0.001239817,-0.009084504,-0.001201705,-0.002297199,0.003615823,0.001072224,-0.002326063,-0.000653031,0.001013649,-0.002510993,0.001508607,0.000352665,-0.000701967,0.001872227,7.35E-05,-0.007357143,-0.00038686,0.001416567,-0.001543673,0.001991933,0.002840754,-0.005740566,-0.005095735,-0.001719397,-0.000533101,-0.010969148,-0.001834455,-0.002228935,-0.001080016,-0.002387118,-0.007452406,0.006503511,0.000428107,-0.001615157,-0.006501811,-0.003368357,0.001677845,-0.002932848,-0.001711399,0.00320059,-0.006981062,-0.001536262,-0.000643618,-0.008786092,0.001187471,0.000814535,-0.001474292,-0.004609453,0.000249325,-0.005209393,0.00315262,0.000532627,0.001223003,0.004732584,0.001027361,-0.002258308,-0.000614512,-0.002559828,0.000691837,-0.006654036,-0.001104072,0.001034395,-0.002862512,-0.009474943,-0.010324273,-0.001085022,-0.00343776,0.002012477,0.004033232,-0.000211028,-0.011493371,0.001421925,-0.003180617,-0.002158739,0.003672518,-0.000903517,-0.000176965,0.000712431,-0.002452875,-0.006500842,-0.003043597,-0.005028889,0.001017699,0.000966443,0.009097535,-0.001536288,-0.00798216,-0.001336781,0.003589856,49,56,87.5,0.009180597,0.070439548,0.605942444,0.930561896,5.976,3.695-9.666,10.448,1.207-90.432,0.702308885,0.595607172,0.571975498,0.988590066,0.966928771,0.937714914,0.922436408,297,0,8.53E-06,0.000363446,0.981366452,IgA,0.999098102,56,49,5.45E-05,0.000361693,0.880753547,0.973319466,0.999098102,0.998946096,Malawi,MLW,Pathway
246,p362,PWY-7328,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis (PWY-7328),PWY-7328,-0.010368481,-0.005248252,0.004825321,0.0031963,-0.007396461,-0.014512183,-0.01394427,-0.002176306,-0.001368591,-0.005549758,-0.00751614,-0.001181755,-0.016615813,-0.008220969,0.000272351,-0.003669996,0.000529683,-0.013038623,-0.001848173,-0.004901465,-0.010445274,-0.010181699,-0.004480365,-0.003400246,-0.00955349,-0.023134771,-0.004237693,-0.009111139,-0.00677136,-0.0049803,-0.004573661,-0.001713834,-0.01289967,0.003518046,-0.009875715,-0.001923985,-0.010305773,0.002514952,-0.001419817,-0.003301868,-0.007141759,-0.005021161,0.001822061,-0.007495058,-0.003634921,-0.005245178,-0.013185849,-0.006092062,-0.006950026,-0.003917137,-0.002106689,0.002196177,-0.016304461,4.43E-05,-0.028420018,0.003373208,-0.011382304,-0.003058053,0.003117716,0.004283561,0.000415653,0.003256763,-0.002818641,-0.014188849,0.004125069,0.00214102,-0.002261917,-0.01696512,-0.000289489,-0.008331214,-0.002707811,-0.010605009,0.001906517,-0.000950459,-0.006197019,0.000603018,0.002127858,-0.006523987,-0.010259022,0.003764313,0.004702947,0.003734772,-0.014343872,-0.017623871,-0.004363478,0.006144142,-0.008684858,0.008281611,-0.008321543,0.000198179,-0.010774994,0.012208993,-0.00034178,-0.002856547,-0.004476161,-0.005263671,-0.006203536,0.011691167,0.003039596,-0.009058728,-0.005065713,0.007017492,55,56,98.2,0.014444369,-0.039152857,0.774499229,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,384,0,1.91E-05,0.000288071,0.947517034,IgA,0.999098102,56,55,8.42E-05,0.000292937,0.774982037,0.944283659,0.999098102,0.998946096,Malawi,MLW,Pathway
247,p363,PWY-7332,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis (PWY-7332),PWY-7332,-0.000881796,-0.005425296,-0.001830523,0.003796262,-0.002095285,-0.003430404,0.000174884,0.003657815,-0.000168926,-0.002842594,0.001636857,-0.018737558,-0.006954466,-0.006525234,-0.00253572,-0.006290332,-0.000859978,0.001829948,-0.006487713,-0.002827641,-0.004841408,-0.022283477,0.00142607,0.000660852,0.002777978,0.000473904,-0.00086939,-0.016649829,-0.009466537,-0.000275609,0.001176646,0.001717496,-0.00056013,0.000624291,-0.01276612,-0.02171906,-0.008050548,-0.006495912,0.001305233,0.001250283,0.000851014,0.000721846,-0.004573704,-0.025054475,-0.001766287,-0.001276453,0.00023334,0.001870328,-0.010093888,0.000347342,-0.001026226,-0.000346297,-0.00364868,-0.00167744,-0.016976093,0,-0.007516267,-0.005320506,-0.001611758,-0.00990928,0.003570317,-0.007369451,-0.006364371,-0.001516254,0,-0.014308116,-0.004539222,0.000627503,-0.000653921,-0.006323085,-0.017974595,-0.005780917,-0.003283257,0.000218799,0,-0.003320392,-0.006756434,-0.002496433,0.002096886,0.000669915,-0.00308583,0.002531113,-0.002978198,0.001521145,-0.013526119,0.001371057,0.000513879,-0.005533473,-0.003503744,0,0.000572453,-0.007846162,-0.000126869,0,0.00035574,0.001375138,-0.019477628,-0.000171016,-0.008149998,-0.00073402,-0.00335883,0.005559557,10,56,17.9,0.001462282,-0.172827564,0.202747419,0.193376088,4.145,0.961-17.881,7.045,4.259-11.652,0.344649361,0.871830172,0.588360539,0.988590066,0.734100629,0.937714914,0.930215019,365,0,-4.07E-05,0.000278952,0.884518082,IgA,0.999098102,56,10,1.71E-05,0.000276139,0.950847839,0.988758305,0.999098102,0.998946096,Malawi,MLW,Pathway
248,p364,PWY-7357,thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),thiamine phosphate formation from pyrithiamine and oxythiamine (yeast) (PWY-7357),PWY-7357,-0.013254575,0.001671643,-0.006876866,0.008950944,-0.001559174,-0.001450379,0.003204227,-0.008341648,-0.008292906,0.002451932,0.009313992,-0.008086005,-0.002812847,0.005513668,0.005054529,-0.013012265,0.000412684,-0.005607319,-0.007252555,-0.007398945,0.004172289,-0.008672758,0.010195402,-0.000624675,-0.001618342,-0.002314317,-0.000594485,2.86E-05,0.001238397,-0.001470772,0.006850422,0.008870243,0.00201736,0.020416982,-0.006547018,-0.009908117,0.001653139,-0.009377709,0.001229003,-0.005488849,0.00115081,0.002530782,-0.009549904,0.000941147,0.003986619,-0.004168785,0.005694904,-0.009281709,-0.002945269,0.003159971,-0.000386027,-0.002255704,-0.002142086,0.000949317,0.009310349,-0.001394122,0.013762312,0.005600661,-0.001506361,0.000259799,-0.01167179,-0.020498184,-0.013316473,-0.003070033,0.001046665,0.002161044,0.008588239,0.005586059,0.017068918,0.001101006,-0.005779561,-0.000865438,-0.003103998,0.003574771,-0.006657805,-0.01090687,-0.012158513,-0.006693224,-0.000803919,-0.003993067,-0.004433463,-0.000215022,0.005900814,-0.001474096,0.001705819,-0.00858291,0.004510278,0.004585425,0.008371207,0.003986781,-0.017087194,-0.009886597,0.001223781,0.001687508,0.004600454,0.000754978,-0.015830326,0.000278071,-0.020182421,0.003295935,0.000261294,0.004537459,56,56,100,0.02512093,0.049353207,0.717938038,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,135,0,6.65E-05,0.000176623,0.707937752,IgA,0.999098102,56,56,4.06E-05,0.000161482,0.802624822,0.95517874,0.999098102,0.998946096,Malawi,MLW,Pathway
249,p365,PWY-7371,"1,4-dihydroxy-6-naphthoate biosynthesis II","1,4-dihydroxy-6-naphthoate biosynthesis II (PWY-7371)",PWY-7371,0,-0.001436011,0,-0.000641886,0,0,-0.00052343,-0.006750432,0,0,0,0.00215441,-0.010042166,0,0.000722069,0,4.96E-05,-0.004854369,-0.000382579,0.003449316,-0.001856904,0,-1.38E-05,0,0,0,-0.013285756,0,0,-5.72E-05,0,8.64E-06,-0.008160465,-0.002955819,0,0,-0.001003911,0,0,0.003172734,0,-0.001753296,0,0,0.00026586,0,-0.005146982,0,-0.006729352,0.00056089,-0.002528379,0,0,0,-0.001782062,0,0,-6.08E-05,0,0,-0.003126373,-0.004770615,0,0.003150725,0,0.000883449,-0.000111739,0,0,-0.009123913,0,0.001488393,0,-0.000145858,-0.00197978,0,-0.000190286,0.001927553,0,-0.003864378,0.001013786,-0.001409735,0,-0.002116584,0,-0.000325966,0,-0.002581011,-0.007768138,0.000343785,-0.00053751,-0.002314933,-0.007252933,0.000813271,0.00011812,0,-0.007641061,-0.010462926,-0.002564845,-0.001892203,-0.000503339,0.002583287,7,56,12.5,0.000291921,-0.148656189,0.274200759,0.301507233,4.549,0.528-39.172,6.73,4.152-10.907,0.181910162,0.651062422,0.675928678,0.988590066,0.734100629,0.937714914,0.922436408,228,0,-0.000102873,0.000126607,0.420053366,IgA,0.999098102,56,7,-6.92E-05,0.000129085,0.594452458,0.857341293,0.999098102,0.998946096,Malawi,MLW,Pathway
250,p367,PWY-7383,"anaerobic energy metabolism (invertebrates, cytosol)","anaerobic energy metabolism (invertebrates, cytosol) (PWY-7383)",PWY-7383,-0.002582275,-0.00312397,0.002625602,0.000652131,0.004961567,-0.001834282,0.006803642,-0.004715971,-0.002899586,0.000102801,0.003723253,-0.005886589,-0.010947998,0.001506392,0.001205223,-0.011949234,0.000873765,-0.005901857,0.00069499,-0.000935187,-0.006313653,0.001146042,0.003478968,-0.000776287,-0.004853408,0.002814891,-0.006129368,-0.003378835,0.000409922,0.010701245,-0.007043347,-0.004025812,0.001293728,0.002967296,0.000670398,-0.003818291,0.003161508,0.000361478,-2.73E-05,-0.003214606,-0.000280439,0.001831626,0.000959515,0.004211245,0.006659386,0.000591976,-0.001300934,-0.0009257,-0.000692259,0.00543371,0.002263881,-0.000295645,-0.004924534,-0.004325338,-0.006689553,-0.007919105,-0.001414123,0.007762797,-0.008022549,0.005229671,0.000697952,0.005459224,0.002391917,-0.000600532,-0.005718107,0.000603213,0.00080912,0.00299735,-0.003440586,-0.012178171,-0.003416414,-0.006208807,-0.00341515,0.007332503,-0.001103864,-0.003886184,0.002126635,-0.015318952,-0.000905649,0.004108734,0.003006272,0.001472955,-0.002115292,-0.005275491,-0.003371347,0.001666001,-0.003943749,0.006421238,-0.003030449,0.004712711,-0.000291115,0.000805533,0.00077738,0.008275833,-0.001703116,0.001440679,0.002121714,0.002165248,-0.011889088,-0.002734084,6.42E-05,0.005451973,38,56,67.9,0.002713489,-0.063079664,0.644182635,0.79823007,6.111,3.433-10.878,7.084,2.897-17.323,0.828021146,0.593484363,0.862648221,0.988590066,0.966928771,0.937714914,0.922436408,158,0,-0.000148469,0.000288542,0.608968037,IgA,0.999098102,56,38,-0.000163064,0.000275546,0.556660603,0.833502508,0.999098102,0.998946096,Malawi,MLW,Pathway
251,p368,PWY-7384,"anaerobic energy metabolism (invertebrates, mitochondrial)","anaerobic energy metabolism (invertebrates, mitochondrial) (PWY-7384)",PWY-7384,0.002620746,0.001024823,-0.001729494,-0.000217992,-0.004232832,0.005794941,0.000220809,0.000224989,0.003001395,-0.000620295,-0.002531564,-0.003789555,-0.003358568,-0.015722793,-0.005434579,-0.000451099,0.019455074,0.000256353,-0.001265911,-0.003847191,-0.002721917,-0.007038755,0.003049768,-0.009906933,-0.008240641,-0.003525497,0.005313699,-0.002536022,0.002222753,-0.003219902,-0.003911657,0.00178348,0.004139136,-0.018871369,-0.002256169,-0.005369099,0.000199892,0.005990233,0.001778981,-0.006735862,-0.001452935,0.005781796,-0.00354295,0.000188897,0.003334378,0.000707066,0.000459646,-0.002287497,-0.000703558,-0.005235021,-0.00345649,0.000922434,-0.011677344,-0.003530154,0.001081898,-0.000673358,-0.000739545,0.002847089,-0.004193346,-0.004377898,-0.002380879,0.000381928,-0.002910301,-0.009804763,-0.00072651,-0.008093368,-0.002394589,0.0024237,-0.001590426,0.000959432,-0.003332812,0.000239423,-0.010111795,-0.000950508,0.0012037,0.00284414,-0.008250523,-0.008009119,0.006486934,-0.001324483,-0.008454899,-0.001817463,-0.003239158,-0.000759717,0.002093075,-0.011692143,0.00267219,0.001264894,-0.006739599,-0.00230459,0.002023815,0.001041575,-0.003829897,0.004270113,-0.000224758,-0.000165816,-0.00574285,0.000111582,-0.009136312,-0.004245137,-0.002217669,0.003114393,42,56,75,0.002892178,0.045276159,0.740384692,0.931810057,6.422,3.677-11.216,6.366,2.377-17.047,0.660461561,0.672971124,1.008796733,0.988590066,0.966928771,0.937714914,0.922436408,344,0,5.20E-05,0.000249631,0.835857958,IgA,0.999098102,56,42,5.79E-05,0.000262263,0.826094075,0.961840324,0.999098102,0.998946096,Malawi,MLW,Pathway
252,p369,PWY-7385,"1,3-propanediol biosynthesis (engineered)","1,3-propanediol biosynthesis (engineered) (PWY-7385)",PWY-7385,-0.013220965,0.003445102,0.000164106,0.000129762,-0.009289601,0.099316365,0.004336198,0.008649892,0.003651613,-0.001412368,-0.02031916,-0.00276491,0.017026944,-0.003943175,0.014493239,-0.002700106,-0.004234128,-0.006428634,-0.007021619,0.016387906,0.001766579,-0.003124801,-0.002186115,0.004774516,-0.011228996,-0.000100763,0.012850388,0.006797614,0.00405734,-0.001139894,0.008187134,-0.006183576,0.006568514,-0.00530705,0.016399463,-0.003362345,0.000463982,0.00091607,0.028731198,-0.000813761,0.007447147,-0.002376041,0.00192654,0.009140309,-0.002452222,-0.000899888,-0.020063105,0.003442132,-0.023350771,-0.001053563,-0.006062023,-0.002645798,0.00540536,-0.01878875,0.001794759,-0.001869774,-0.001223616,0.04594732,-0.003863246,-0.002793305,-0.013614941,0.00515223,0.045470357,0.001844484,0.003547259,-0.010831891,0.003416457,0.008801271,-0.011078474,-0.00539938,0.00511692,-0.005326386,-0.001259765,0.008933312,0.005935025,-0.006597746,-0.009716533,0.001828873,0.001800366,0.004872642,-0.00076429,0.015653472,-0.019126484,0.026131277,0.001864635,0.005991748,0.018395447,0.005692391,-0.004623763,0.006093393,-0.024560583,-0.008741628,0.003195792,-0.016075861,-0.006862634,-0.003257386,-0.004845681,0.012604466,0.000281351,0.003366046,0.001615432,0.007710532,36,56,64.3,0.003269674,0.134705648,0.32225738,0.843347076,6.912,3.698-12.919,5.592,2.638-11.852,0.394048969,0.509759815,1.236051502,0.988590066,0.966928771,0.937714914,0.92186243,60,0,0.000402319,0.000305997,0.194140525,IgA,0.999098102,56,36,0.000408017,0.000320421,0.208772615,0.609580319,0.999098102,0.998946096,Malawi,MLW,Pathway
253,p37,FASYN-ELONG-PWY,fatty acid elongation -- saturated,fatty acid elongation -- saturated (FASYN-ELONG-PWY),FASYN-ELONG-PWY,0.008448,0.013147949,-0.003636452,0.014203892,0.003714726,-0.006128705,0.006030555,0.002547173,0.051128146,0.00233627,0.00541099,0.018590713,-0.01412764,0.048442851,-0.001561645,-0.003482274,0.02374895,0.004505489,0.035764833,-0.000161659,-0.000542691,-0.025327465,-0.001232795,0.009119647,-0.01219528,0.013297248,0.001606087,0.016795013,0.00763891,-0.001018403,-0.008383482,0.045055257,0.004079633,0.000408871,-0.000251676,0.008041939,-0.005594864,0.098675332,0.001327466,0.011482541,0.002172866,0.025479433,-0.006596155,0.011206908,-0.01513977,-0.001654261,-0.001993928,0.017759174,0.002912485,0.024183645,0.067322297,0.006379831,-0.009441926,0.00061676,0.011097865,0.013199048,0.000325541,0.000866234,0.028546321,-0.000446126,0.000118247,0.010101252,0.001477518,0.074035932,-0.01486467,0.003392255,-0.009301954,0.004877223,-0.001716837,-0.005413997,-0.006109715,0.00578874,-0.005830624,-0.002211766,-0.002006703,0.001099793,0.031754994,0.005564386,0.005763434,-0.003201431,-0.003918533,0.012534792,0.011380021,-0.004206994,0.008251662,0.044742699,-0.004859127,-0.00044212,-0.005063243,0.007693172,0.000886883,0.0002259,-0.023063029,-0.003647699,0.075867126,0.00769397,-0.004782246,-0.003980711,0.008169467,0.023663132,0.005601439,0.019629304,56,56,100,0.030199607,-0.111791711,0.412056521,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,18,1,-0.000102948,0.000233622,0.661218464,IgA,0.999098102,56,56,-2.34E-05,0.000235987,0.921451014,0.981012486,0.999098102,0.998946096,Malawi,MLW,Pathway
254,p370,PWY-7388,"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast) (PWY-7388)",PWY-7388,0.002487627,0.006835998,0.015311074,0.000690062,-0.000739526,0.00072278,0.020195828,0.02266374,0.035760569,0.007795766,0.003943762,-0.010797254,4.50E-05,-0.008846276,0.031781428,-0.012572127,0.03968379,0.007518731,-0.007541701,-0.003561877,0.007984257,-0.009440139,0.010787613,0.046570482,0.001648052,-0.000106674,-0.010712209,0.037022991,0.001799817,0.000693529,-0.003016877,0.045109932,0.023705927,-0.009195557,0.007924522,-0.005530352,-0.001101531,0.014664745,-0.006816024,0.018311923,-0.016008676,0.00651369,0.021404043,-0.004038291,-0.002385739,-0.002357289,0.003839606,0.03220715,-0.021209627,0.004579482,0.006765279,0.000631835,-0.024251055,0.002866806,0.029898324,-0.001795732,0.003028293,0.009950675,0.008702852,-0.004587251,0.003085931,-0.01404543,-0.006493436,-0.000539681,0.001677,0.010410737,-0.01357499,0.051510687,0.00745338,-0.013540461,0.002745428,0.006078575,-0.000407374,0.003122695,0.019857262,-0.034666822,-0.016449149,0.004905679,0.021894608,0.002705045,-0.012586816,0.00166722,0.052616314,-0.009400894,0.02011364,0.009075747,0.008774197,0.000790421,0.002058836,0.000332829,0.00164839,0.018030905,-0.00269078,0.018111479,0.008375132,2.18E-05,-0.005532433,0.016567522,-0.008963349,0.000278415,0.006557875,0.011764273,56,56,100,0.030177869,-0.095168919,0.485363401,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,15,1,-0.000116536,0.000290004,0.689384986,IgA,0.999098102,56,56,-7.32E-05,0.000295544,0.805424817,0.95517874,0.999098102,0.998946096,Malawi,MLW,Pathway
255,p371,PWY-7389,superpathway of anaerobic energy metabolism (invertebrates),superpathway of anaerobic energy metabolism (invertebrates) (PWY-7389),PWY-7389,-0.000584972,0.011302233,0,-0.00124121,-0.005915332,0.004889943,-0.002911638,-0.001001297,-0.001654116,-0.001450455,-0.001306527,0.000320312,-0.001074484,-0.003415341,-0.01313329,0.001487463,-0.001626426,-0.000324209,-0.004046566,0.003828071,0.001356294,-0.000733633,2.72E-05,0.001929955,0.006253545,-0.009097868,-0.002260264,0.004706886,-0.00221932,0.000679283,-0.002774087,-0.001263287,-0.009414649,0.003186203,-0.00198013,-0.000315044,0.003436707,-0.006760571,0.002324278,-0.000912825,0.000212487,-0.001566361,-0.00513804,0.006384119,0.000249508,-0.001239826,-0.001781038,0.000632507,-0.010461147,0.001386451,0.00153952,0.00091341,-0.000984651,0.00048704,-0.002272851,-0.006553134,-8.31E-05,0.00058775,0.003491704,-0.003178363,-0.003782885,0.003053827,0.004048534,-0.001695041,-7.78E-05,-0.000563572,-0.001019447,-0.002435616,0.002098303,0.001796139,-0.000981257,-0.00089815,0.001062899,-0.000831624,-0.001112868,0.001418299,0.001557281,-0.001571924,-0.001826802,-0.000192921,0.000819796,0.001182202,-0.001606279,-0.0100236,-0.005216357,0.000404633,-0.004040472,-0.000535512,0.001474578,-0.004831227,-0.000917802,0.000307712,-4.97E-05,0.000260268,-0.001344852,-0.005585802,-0.014245214,-0.004904938,-0.003619311,-0.001111751,-0.001426899,0.003994667,26,56,46.4,0.001056213,-0.017993831,0.895279269,0.95392076,6.56,3.09-13.925,6.279,3.348-11.777,0.458292684,0.401215721,1.044752349,0.988590066,0.966928771,0.937714914,0.92186243,307,0,-6.67E-05,0.000200168,0.740074221,IgA,0.999098102,56,26,-6.93E-05,0.000202421,0.733483019,0.930660155,0.999098102,0.998946096,Malawi,MLW,Pathway
256,p372,PWY-7391,isoprene biosynthesis II (engineered),isoprene biosynthesis II (engineered) (PWY-7391),PWY-7391,-0.000284377,-5.27E-06,0.000110106,0,-3.23E-05,8.14E-05,-4.74E-05,0,0,0,0,-0.000424465,7.99E-05,7.92E-05,0,0,-0.001080444,0,0,0,0,0.001670092,-3.07E-05,0,0,0,0,-0.000176417,0,-0.00035682,0,0,-0.0003881,8.54E-05,-0.000672595,0.003019424,0,0,0,0,0,0,-0.000990894,0.000210171,2.53E-06,0.000107487,0,0,0.001575248,0,-0.001543178,0,0,-0.000643416,0,-9.76E-05,-0.000849684,-0.000301586,-0.000110548,0.000121234,0,0,0,0.002590024,0.000465466,0.000898493,-0.000165677,0,7.99E-05,0,8.81E-05,0,0,0,-0.001281975,-0.000417957,0,-0.00037903,-6.58E-05,-0.000142626,0.000124693,0,0,6.55E-05,-0.00026262,0,-2.63E-06,0.000735113,0,-0.000171075,0,0,0.000265573,-7.68E-05,0,-0.000550835,0,0.000296452,0,0.000217218,-0.000105678,0.000355259,6,56,10.7,0.000225633,-0.154255442,0.256326543,0.252330968,2.733,1.248-5.981,7.098,4.238-11.89,0.475500326,0.382053987,0.385038039,0.988590066,0.734100629,0.937714914,0.92186243,185,0,-0.000123114,0.000111768,0.275561065,IgA,0.999098102,56,6,-0.000131203,0.000117178,0.268193347,0.640724337,0.999098102,0.998946096,Malawi,MLW,Pathway
257,p373,PWY-7392,taxadiene biosynthesis (engineered),taxadiene biosynthesis (engineered) (PWY-7392),PWY-7392,0.001578154,-0.006324041,-0.019950727,-0.011764644,-0.008433504,-0.002704326,-0.012283496,-0.006794015,-0.00980222,-0.01100088,0.000703434,0.001462902,-0.00256798,-0.019055696,-0.005921248,-0.009447392,-0.001036537,-0.014028194,-0.014915494,-0.002513432,-0.011557243,-0.008720278,-0.00815078,-0.006229376,-0.013992029,-0.016909342,0.003003034,-0.013708758,-0.012805912,-0.006023539,-0.00905943,-0.002583768,-0.00022346,0.008226894,0.003792821,-0.005227968,0.007544131,-0.001344411,0.005632976,-0.007415593,0.004923572,-0.027391569,-9.00E-05,-0.00570934,-0.005496445,-0.000230953,-0.018798488,-0.00615656,0.000152102,-0.005841864,-0.007889256,-0.007633393,-0.00526866,-0.005723802,-0.010907962,0.003538784,-0.012011881,-0.02235275,-6.04E-05,0.001267675,-0.011275077,0.000448798,-0.020472797,-0.015357072,0.016273276,-0.00816761,-0.008699199,-0.062466005,-0.015579171,-0.001836635,-0.016832069,-0.012350905,-0.009883228,-0.002431086,0.00608586,-0.013540405,-0.011253442,-0.032475511,-0.004226841,-0.003038122,-0.00393334,0.00096168,-0.007672019,-0.002882205,0.004081314,-0.006069351,-0.011347509,0.001350933,-0.016065194,-0.022596419,-0.025691081,-0.010838087,-0.000104475,0.001566505,0.00418853,0.002126317,-0.006959422,0.001426153,-0.011760451,-0.01592569,-0.004262694,0.008794027,52,56,92.9,0.0072404,0.059924416,0.660868955,0.677687126,5.975,3.74-9.545,15.929,0.235-1081.403,0.494614633,0.391013336,0.375102015,0.988590066,0.889801524,0.937714914,0.92186243,377,0,-0.000235088,0.000334818,0.485609447,IgA,0.999098102,56,52,-0.000267759,0.000341389,0.436551703,0.754533807,0.999098102,0.998946096,Malawi,MLW,Pathway
258,p375,PWY-7400,L-arginine biosynthesis IV (archaebacteria),L-arginine biosynthesis IV (archaebacteria) (PWY-7400),PWY-7400,-0.001391204,-0.004481741,0.008672314,-0.010242684,-0.004376875,-2.73E-05,-0.002455941,0.00066963,0.010182829,-0.000123486,0.001358373,-0.002708332,-0.000994782,-0.000632936,0.005625636,0.001195304,-0.004278772,-0.00562139,-0.001489202,-0.008874851,-0.005161294,-0.009699258,0.003913971,0.003237078,-6.13E-05,0.002984955,-0.000265046,-0.003806481,0.002335678,-0.000638243,-0.000648742,0.000522439,0.000853627,-0.001150968,0.002299573,-0.001587804,0.004876286,0.006973751,6.02E-05,-0.004428087,0.000205266,0.002646979,0.003152604,-0.001126107,0.004093511,-1.82E-05,-0.007556568,0.001311177,0.000330754,-0.003410267,0.002957192,-0.000252978,-0.00270507,0.00470964,-2.75E-05,-0.005365057,0.003495417,-0.001876018,-0.01549392,0.000298963,0.006684712,0.002757107,-0.007125037,0.002238163,0.001751296,-0.000937759,-0.000851245,-0.000896047,-0.004434084,0.000870174,-0.000643601,-0.000834979,0.002798986,5.53E-05,-7.49E-05,-0.006833023,-0.005734987,0.001482167,0.003318846,-0.017193204,-0.012630613,0.006096579,0.000603888,-0.001830256,0.002117393,0.000605138,-0.004444268,0.001056562,-0.000856211,0.001331125,0.000860789,-0.001233776,-0.00150819,0.008091993,0.00300539,7.90E-05,-0.003672052,-0.006302887,0.001102041,0.003111905,-0.000735184,0.005114298,56,56,100,0.04389308,-0.032524347,0.811909533,NA,NA,NA,NA,NA,NA,NA,NA,0.988590066,NA,NA,NA,259,0,3.97E-05,0.000313747,0.899850098,IgA,0.999098102,56,56,5.53E-05,0.000286943,0.847878046,0.966748674,0.999098102,0.998946096,Malawi,MLW,Pathway
