,feature_id,feature,feature_description,feature_full,Feature,mean,sd,India_present,India_n,India_prev,India_mean,India_sd,Malawi_present,Malawi_n,Malawi_prev,Malawi_mean,Malawi_sd,fisher_p,lr_p,wilcox_p,fisher_padj,lr_padj,wilcox_padj,mean_diff,prev_diff,enriched_India,rf_rank,rf_top20,rf_n,crossval_median,crossval_quartile_1,crossval_quartile_3,maaslin_value,maaslin_coef,maaslin_stderr,maaslin_pval,maaslin_qval,maaslin_N,maaslin_N.not.zero,maaslin_qval_filt
62,p163,PWY-5183,superpathway of aerobic toluene degradation,superpathway of aerobic toluene degradation (PWY-5183),PWY-5183,0.001668959,0.00421524,15,283,5.3,6.55E-05,0.000395117,3,58,5.2,3.89E-05,0.000195783,1,0.96833474,0.962381485,1,0.990667611,0.974471705,2.66E-05,0.1,TRUE,399,0,50,0.7,0.65,0.8,Malawi,-2.78E-05,0.000110525,0.801543965,0.82614378,341,18,0.82614378
63,p164,PWY-5188,tetrapyrrole biosynthesis I (from glutamate),tetrapyrrole biosynthesis I (from glutamate) (PWY-5188),PWY-5188,0.017424492,0.032605843,280,283,98.9,0.015677666,0.011872441,58,58,100,0.018445103,0.010471155,NA,NA,0.026013279,NA,NA,0.059227974,-0.002767437,-1.1,FALSE,216,0,50,0.7,0.65,0.8,Malawi,0.001477959,0.000703854,0.036484286,0.075784717,341,338,0.075784717
64,p165,PWY-5189,tetrapyrrole biosynthesis II (from glycine),tetrapyrrole biosynthesis II (from glycine) (PWY-5189),PWY-5189,0.011314494,0.021074911,264,283,93.3,0.007477012,0.006517594,54,58,93.1,0.010010767,0.008040129,1,0.959676666,0.032585519,1,0.990667611,0.069115601,-0.002533755,0.2,FALSE,322,0,50,0.7,0.65,0.8,Malawi,0.001325296,0.000615421,0.031985795,0.068565295,341,318,0.068565295
65,p166,PWY-5265,peptidoglycan biosynthesis II (staphylococci),peptidoglycan biosynthesis II (staphylococci) (PWY-5265),PWY-5265,0.021245839,0.042870478,216,283,76.3,0.00651991,0.009041181,32,58,55.2,0.004791261,0.008505042,0.001857247,0.001268636,0.010627798,0.028074802,0.020890212,0.031833879,0.00172865,21.1,TRUE,179,0,50,0.7,0.65,0.8,Malawi,-0.001668,0.000759644,0.028785929,0.06477633,341,248,0.06477633
66,p167,PWY-5304,superpathway of sulfur oxidation (Acidianus ambivalens),superpathway of sulfur oxidation (Acidianus ambivalens) (PWY-5304),PWY-5304,0.011754129,0.028507637,25,283,8.8,0.000146534,0.001066983,7,58,12.1,0.000353615,0.002062279,0.458804767,0.443395305,0.441181156,1,0.93664451,0.505102289,-0.00020708,-3.3,FALSE,311,0,50,0.7,0.65,0.8,Malawi,0.000191102,0.000189678,0.314410051,0.385128421,341,32,0.385128421
67,p168,PWY-5345,superpathway of L-methionine biosynthesis (by sulfhydrylation),superpathway of L-methionine biosynthesis (by sulfhydrylation) (PWY-5345),PWY-5345,0.015355554,0.029961763,265,283,93.6,0.015194032,0.009675459,56,58,96.6,0.017312321,0.00883104,0.546441709,0.397466841,0.136030323,1,0.929445345,0.19101122,-0.002118289,-3,FALSE,246,0,50,0.7,0.65,0.8,Malawi,0.001192046,0.000709321,0.093772458,0.15321498,341,321,0.15321498
68,p169,PWY-5347,superpathway of L-methionine biosynthesis (transsulfuration),superpathway of L-methionine biosynthesis (transsulfuration) (PWY-5347),PWY-5347,0.023823,0.044993234,280,283,98.9,0.030629737,0.014280271,58,58,100,0.034458126,0.013119797,NA,NA,0.109220584,NA,NA,0.16485354,-0.003828389,-1.1,FALSE,148,0,50,0.7,0.65,0.8,Malawi,0.001346268,0.000687399,0.050991643,0.0983236,341,338,0.0983236
69,p17,AST-PWY,L-arginine degradation II (AST pathway),L-arginine degradation II (AST pathway) (AST-PWY),AST-PWY,0.010913173,0.022712726,254,283,89.8,0.006486714,0.007386862,52,58,89.7,0.006469546,0.005811991,1,0.982220364,0.449906306,1,0.990667611,0.513632412,1.72E-05,0.1,TRUE,329,0,50,0.7,0.65,0.8,Malawi,0.000298369,0.000638219,0.64044023,0.686429289,341,306,0.686429289
70,p170,PWY-5367,petroselinate biosynthesis,petroselinate biosynthesis (PWY-5367),PWY-5367,0.015101054,0.028958343,241,283,85.2,0.004986535,0.005281444,49,58,84.5,0.005285856,0.004160896,0.842211634,0.895345243,0.222205587,1,0.990667611,0.285187426,-0.00029932,0.7,FALSE,252,0,50,0.7,0.65,0.8,Malawi,0.000498406,0.000561205,0.375117082,0.447059962,341,290,0.447059962
71,p171,PWY-5384,sucrose degradation IV (sucrose phosphorylase),sucrose degradation IV (sucrose phosphorylase) (PWY-5384),PWY-5384,0.073180434,0.139734997,283,283,100,0.048317675,0.02175408,58,58,100,0.03245089,0.020472626,NA,NA,1.84E-07,NA,NA,4.37E-06,0.015866785,0,TRUE,17,1,50,0.7,0.65,0.8,Malawi,-0.004254436,0.000757035,3.99E-08,1.34E-06,341,341,1.34E-06
72,p172,PWY-5392,reductive TCA cycle II,reductive TCA cycle II (PWY-5392),PWY-5392,0.006539708,0.014008199,47,283,16.6,6.94E-05,0.000252985,12,58,20.7,0.000100013,0.000294947,0.449461751,0.455049965,0.403624158,1,0.93664451,0.473061956,-3.06E-05,-4.1,FALSE,377,0,50,0.7,0.65,0.8,Malawi,0.000108353,0.000116048,0.35112629,0.424764943,341,59,0.424764943
73,p173,PWY-5415,catechol degradation I (meta-cleavage pathway),catechol degradation I (meta-cleavage pathway) (PWY-5415),PWY-5415,0.027329884,0.061731599,235,283,83,0.001641823,0.002031104,37,58,63.8,0.001025661,0.001401452,0.001932274,0.001211714,0.004226664,0.028074802,0.020890212,0.016537335,0.000616162,19.2,TRUE,114,0,50,0.7,0.65,0.8,Malawi,-0.000983683,0.000343631,0.004462869,0.018931418,341,272,0.018931418
74,p174,PWY-5417,catechol degradation III (ortho-cleavage pathway),catechol degradation III (ortho-cleavage pathway) (PWY-5417),PWY-5417,0.018966901,0.042483753,155,283,54.8,0.001400964,0.003314172,21,58,36.2,0.000437753,0.001165643,0.013754948,0.011040899,0.006538111,0.111349078,0.104888541,0.022141669,0.00096321,18.6,TRUE,198,0,50,0.7,0.65,0.8,Malawi,-0.00110249,0.000419165,0.008922605,0.028998466,341,176,0.028998466
75,p175,PWY-5419,catechol degradation to 2-hydroxypentadienoate II,catechol degradation to 2-hydroxypentadienoate II (PWY-5419),PWY-5419,0.003034136,0.007477411,33,283,11.7,5.66E-05,0.000222102,0,58,0,0,0,0.002556726,0.984591211,0.006405763,0.030071968,0.990667611,0.022141669,5.66E-05,11.7,TRUE,391,0,50,0.7,0.65,0.8,Malawi,-0.000230085,9.43E-05,0.015190983,0.041529739,341,33,0.041529739
76,p176,PWY-5420,catechol degradation II (meta-cleavage pathway),catechol degradation II (meta-cleavage pathway) (PWY-5420),PWY-5420,0.003170121,0.007771211,33,283,11.7,9.10E-05,0.000360647,0,58,0,0,0,0.002556726,0.984591211,0.006405763,0.030071968,0.990667611,0.022141669,9.10E-05,11.7,TRUE,390,0,50,0.7,0.65,0.8,Malawi,-0.000291072,0.000119623,0.015480445,0.041529739,341,33,0.041529739
77,p178,PWY-5431,aromatic compounds degradation via &beta;-ketoadipate,aromatic compounds degradation via beta-ketoadipate (PWY-5431),PWY-5431,0.014189245,0.02948881,155,283,54.8,0.001400964,0.003314172,21,58,36.2,0.000437753,0.001165643,0.013754948,0.011040899,0.006538111,0.111349078,0.104888541,0.022141669,0.00096321,18.6,TRUE,269,0,50,0.7,0.65,0.8,Malawi,-0.00110249,0.000419165,0.008922605,0.028998466,341,176,0.028998466
78,p179,PWY-5464,"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle (PWY-5464)",PWY-5464,0.00922356,0.018944948,132,283,46.6,0.001826553,0.003507108,27,58,46.6,0.002271706,0.004596134,1,0.989859585,0.835233014,1,0.990667611,0.874282869,-0.000445154,0,FALSE,354,0,50,0.7,0.65,0.8,Malawi,0.000279521,0.000505838,0.580908502,0.634433947,341,159,0.634433947
79,p18,BIOTIN-BIOSYNTHESIS-PWY,biotin biosynthesis I,biotin biosynthesis I (BIOTIN-BIOSYNTHESIS-PWY),BIOTIN-BIOSYNTHESIS-PWY,0.024477036,0.048985838,261,283,92.2,0.014184433,0.009793656,56,58,96.6,0.018729137,0.010700419,0.395753822,0.254172699,0.001818218,1,0.757558357,0.008620494,-0.004544705,-4.4,FALSE,138,0,50,0.7,0.65,0.8,Malawi,0.00199085,0.00073539,0.00712897,0.025424557,341,317,0.025424557
80,p180,PWY-5484,glycolysis II (from fructose 6-phosphate),glycolysis II (from fructose 6-phosphate) (PWY-5484),PWY-5484,0.017893949,0.034352349,280,283,98.9,0.028820303,0.013809461,58,58,100,0.032612525,0.011998286,NA,NA,0.087826542,NA,NA,0.143048349,-0.003792222,-1.1,FALSE,209,0,50,0.7,0.65,0.8,Malawi,0.001434603,0.000714722,0.045519987,0.089924289,341,338,0.089924289
81,p181,PWY-5497,purine nucleobases degradation II (anaerobic),purine nucleobases degradation II (anaerobic) (PWY-5497),PWY-5497,0.013730366,0.02829131,237,283,83.7,0.004114664,0.004060073,50,58,86.2,0.005726237,0.004466192,0.843421881,0.640375855,0.012164804,1,0.952848411,0.035017258,-0.001611573,-2.5,FALSE,275,0,50,0.7,0.65,0.8,Malawi,0.001278919,0.000517766,0.014000372,0.039181596,341,287,0.039181596
82,p182,PWY-5505,L-glutamate and L-glutamine biosynthesis,L-glutamate and L-glutamine biosynthesis (PWY-5505),PWY-5505,0.038295586,0.084275495,186,283,65.7,0.001076512,0.001687646,44,58,75.9,0.001994337,0.002261572,0.166153744,0.136005316,0.001547434,0.569999649,0.494019311,0.007698964,-0.000917825,-10.2,FALSE,59,0,50,0.7,0.65,0.8,Malawi,0.001235851,0.000347595,0.000430967,0.002671993,341,230,0.002671993
83,p183,PWY-5514,UDP-N-acetyl-D-galactosamine biosynthesis II,UDP-N-acetyl-D-galactosamine biosynthesis II (PWY-5514),PWY-5514,0.009261661,0.023107211,73,283,25.8,0.000214234,0.000731859,7,58,12.1,0.000142091,0.000795364,0.026561185,0.028910178,0.026715985,0.182239244,0.18647125,0.06048619,7.21E-05,13.7,TRUE,353,0,50,0.7,0.65,0.8,Malawi,-0.000295951,0.000187892,0.116163603,0.17867913,341,80,0.17867913
84,p186,PWY-5654,2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate,2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate (PWY-5654),PWY-5654,0.012435787,0.028739588,83,283,29.3,0.000177053,0.000614102,8,58,13.8,2.55E-05,9.35E-05,0.014425792,0.017901144,0.009673544,0.111349078,0.142631699,0.030220453,0.000151517,15.5,TRUE,301,0,50,0.7,0.65,0.8,Malawi,-0.000404976,0.000161032,0.012369285,0.036385562,341,91,0.036385562
85,p187,PWY-5656,mannosylglycerate biosynthesis I,mannosylglycerate biosynthesis I (PWY-5656),PWY-5656,0.01234118,0.024563697,232,283,82,0.003539122,0.004212656,50,58,86.2,0.005216376,0.005035532,0.567917283,0.439566322,0.014277121,1,0.93664451,0.039624365,-0.001677254,-4.2,FALSE,304,0,50,0.7,0.65,0.8,Malawi,0.001366156,0.000530003,0.010369597,0.032192985,341,282,0.032192985
86,p188,PWY-5659,GDP-mannose biosynthesis,GDP-mannose biosynthesis (PWY-5659),PWY-5659,0.02742043,0.054688083,281,283,99.3,0.011551878,0.007688304,58,58,100,0.015570549,0.0090232,NA,NA,0.000781903,NA,NA,0.004438123,-0.004018672,-0.7,FALSE,113,0,50,0.7,0.65,0.8,Malawi,0.001864208,0.000532284,0.000523074,0.003099982,341,339,0.003099982
87,p189,PWY-5667,CDP-diacylglycerol biosynthesis I,CDP-diacylglycerol biosynthesis I (PWY-5667),PWY-5667,0.017832865,0.037071031,282,283,99.6,0.026544697,0.013753198,58,58,100,0.032405052,0.012675571,NA,NA,0.002030638,NA,NA,0.009162397,-0.005860355,-0.4,FALSE,211,0,50,0.7,0.65,0.8,Malawi,0.001935457,0.000654455,0.003320646,0.014869116,341,340,0.014869116
88,p19,BRANCHED-CHAIN-AA-SYN-PWY,superpathway of branched chain amino acid biosynthesis,superpathway of branched chain amino acid biosynthesis (BRANCHED-CHAIN-AA-SYN-PWY),BRANCHED-CHAIN-AA-SYN-PWY,0.030039329,0.060450064,283,283,100,0.076645001,0.021121506,58,58,100,0.063098245,0.018588442,NA,NA,4.04E-06,NA,NA,5.62E-05,0.013546756,0,TRUE,97,0,50,0.7,0.65,0.8,Malawi,-0.002551839,0.000551874,5.36E-06,7.45E-05,341,341,7.45E-05
89,p190,PWY-5675,nitrate reduction V (assimilatory),nitrate reduction V (assimilatory) (PWY-5675),PWY-5675,0.013652695,0.028837328,261,283,92.2,0.011390718,0.01053956,53,58,91.4,0.01504213,0.01181835,0.79157124,0.827826695,0.03696318,1,0.990667611,0.076507111,-0.003651413,0.8,FALSE,279,0,50,0.7,0.65,0.8,Malawi,0.001692833,0.000803806,0.03593731,0.075784717,341,314,0.075784717
90,p191,PWY-5676,acetyl-CoA fermentation to butanoate II,acetyl-CoA fermentation to butanoate II (PWY-5676),PWY-5676,0.016823752,0.034113098,249,283,88,0.005123835,0.004787776,49,58,84.5,0.004983242,0.005226014,0.514117583,0.465364222,0.549934701,1,0.942209208,0.613916023,0.000140594,3.5,TRUE,223,0,50,0.7,0.65,0.8,Malawi,-0.000266379,0.000537775,0.620685083,0.668813071,341,298,0.668813071
91,p193,PWY-5686,UMP biosynthesis I,UMP biosynthesis I (PWY-5686),PWY-5686,0.052899275,0.107539984,283,283,100,0.061366124,0.020998829,58,58,100,0.050162034,0.022625722,NA,NA,2.42E-05,NA,NA,0.000232603,0.01120409,0,TRUE,32,0,50,0.7,0.65,0.8,Malawi,-0.002514445,0.000615815,5.55E-05,0.000504131,341,341,0.000504131
92,p194,PWY-5690,TCA cycle II (plants and fungi),TCA cycle II (plants and fungi) (PWY-5690),PWY-5690,0.011296364,0.02166198,261,283,92.2,0.010704286,0.009801955,54,58,93.1,0.012105565,0.008815806,1,0.818710125,0.127736019,1,0.990667611,0.182544737,-0.001401279,-0.9,FALSE,324,0,50,0.7,0.65,0.8,Malawi,0.001021825,0.000727515,0.161073179,0.225390594,341,315,0.225390594
93,p195,PWY-5692,allantoin degradation to glyoxylate II,allantoin degradation to glyoxylate II (PWY-5692),PWY-5692,0.0136005,0.028238528,215,283,76,0.000975534,0.001214141,47,58,81,0.001113941,0.001124944,0.49537955,0.406397155,0.175644827,1,0.929445345,0.231323089,-0.000138407,-5,FALSE,281,0,50,0.7,0.65,0.8,Malawi,0.00035667,0.000283887,0.20984305,0.280022348,341,262,0.280022348
94,p196,PWY-5695,inosine 5'-phosphate degradation,inosine 5'-phosphate degradation (PWY-5695),PWY-5695,0.063605191,0.126184893,283,283,100,0.035031,0.014596238,58,58,100,0.04248549,0.012316259,NA,NA,0.000208442,NA,NA,0.001354872,-0.00745449,0,FALSE,23,0,50,0.7,0.65,0.8,Malawi,0.002129633,0.000581726,0.000291436,0.001957481,341,341,0.001957481
95,p197,PWY-5705,allantoin degradation to glyoxylate III,allantoin degradation to glyoxylate III (PWY-5705),PWY-5705,0.01089535,0.021531776,228,283,80.6,0.001830123,0.00195548,47,58,81,0.002488502,0.002252348,1,0.934346286,0.040367787,1,0.990667611,0.080353124,-0.000658379,-0.4,FALSE,330,0,50,0.7,0.65,0.8,Malawi,0.00073845,0.000363727,0.043113408,0.086441311,341,275,0.086441311
96,p198,PWY-5723,Rubisco shunt,Rubisco shunt (PWY-5723),PWY-5723,0.011527197,0.0238639,263,283,92.9,0.017000264,0.013584078,55,58,94.8,0.020510574,0.014735341,0.777744952,0.601690589,0.103467114,1,0.94877705,0.158544666,-0.00351031,-1.9,FALSE,316,0,50,0.7,0.65,0.8,Malawi,0.001501062,0.000882802,0.089984475,0.149743832,341,318,0.149743832
97,p199,PWY-5747,2-methylcitrate cycle II,2-methylcitrate cycle II (PWY-5747),PWY-5747,0.015094635,0.030657282,242,283,85.5,0.004282054,0.00473132,50,58,86.2,0.006042476,0.005577043,1,0.890751742,0.034171838,1,0.990667611,0.07210079,-0.001760421,-0.7,FALSE,253,0,50,0.7,0.65,0.8,Malawi,0.001262041,0.000560802,0.025062866,0.059413734,341,292,0.059413734
98,p2,ungrouped,ungrouped,ungrouped,ungrouped,0.082039009,0.14646697,283,283,100,79.40488189,3.218892572,58,58,100,77.70651888,5.746822033,NA,NA,0.031556419,NA,NA,0.068006615,1.698363017,0,TRUE,13,1,50,0.7,0.65,0.8,Malawi,-0.019045901,0.006420511,0.003226807,0.014737296,341,341,0.014737296
99,p20,CALVIN-PWY,Calvin-Benson-Bassham cycle,Calvin-Benson-Bassham cycle (CALVIN-PWY),CALVIN-PWY,0.016789921,0.030705754,274,283,96.8,0.035618189,0.017436476,57,58,98.3,0.037091549,0.015147045,NA,NA,0.78566063,NA,NA,0.833213773,-0.00147336,-1.5,FALSE,226,0,50,0.7,0.65,0.8,Malawi,0.00075692,0.000877386,0.388912688,0.459624086,341,331,0.459624086
100,p202,PWY-5791,no MetaCyc description,no MetaCyc description (PWY-5791),PWY-5791,0.010786444,0.023674185,242,283,85.5,0.005821737,0.005102772,51,58,87.9,0.006293221,0.004682214,0.835734976,0.629957232,0.354797581,1,0.94877705,0.423027885,-0.000471485,-2.4,FALSE,332,0,50,0.7,0.65,0.8,Malawi,0.000501273,0.000563383,0.374227879,0.447059962,341,293,0.447059962
101,p203,PWY-5837,"2-carboxy-1,4-naphthoquinol biosynthesis","2-carboxy-1,4-naphthoquinol biosynthesis (PWY-5837)",PWY-5837,0.015140419,0.030686809,272,283,96.1,0.009163233,0.006929946,57,58,98.3,0.010751939,0.006388346,NA,NA,0.046117457,NA,NA,0.088501595,-0.001588705,-2.2,FALSE,250,0,50,0.7,0.65,0.8,Malawi,0.001081401,0.000564183,0.056109684,0.105173035,341,329,0.105173035
102,p204,PWY-5838,superpathway of menaquinol-8 biosynthesis I,superpathway of menaquinol-8 biosynthesis I (PWY-5838),PWY-5838,0.014091508,0.030772246,267,283,94.3,0.012955443,0.008628808,55,58,94.8,0.016392497,0.008476235,1,0.884290155,0.005912443,1,0.990667611,0.021372912,-0.003437055,-0.5,FALSE,272,0,50,0.7,0.65,0.8,Malawi,0.001652971,0.000660577,0.012808848,0.037136444,341,322,0.037136444
103,p205,PWY-5840,superpathway of menaquinol-7 biosynthesis,superpathway of menaquinol-7 biosynthesis (PWY-5840),PWY-5840,0.011394807,0.023642879,256,283,90.5,0.010931154,0.007626283,54,58,93.1,0.01269584,0.007222769,0.624765298,0.525306749,0.08990193,1,0.942209208,0.144921911,-0.001764686,-2.6,FALSE,321,0,50,0.7,0.65,0.8,Malawi,0.001051761,0.000645347,0.104080759,0.166502398,341,310,0.166502398
104,p206,PWY-5845,superpathway of menaquinol-9 biosynthesis,superpathway of menaquinol-9 biosynthesis (PWY-5845),PWY-5845,0.0084927,0.017705786,244,283,86.2,0.010565506,0.007806942,52,58,89.7,0.012178873,0.007547775,0.669854886,0.482802686,0.140283084,1,0.942209208,0.196298899,-0.001613367,-3.5,FALSE,363,0,50,0.7,0.65,0.8,Malawi,0.001008525,0.000693855,0.147007247,0.211585431,341,296,0.211585431
105,p207,PWY-5850,superpathway of menaquinol-6 biosynthesis,superpathway of menaquinol-6 biosynthesis (PWY-5850),PWY-5850,0.00673714,0.014512675,242,283,85.5,0.010409996,0.007851202,51,58,87.9,0.011917922,0.007645204,0.835734976,0.629957232,0.174705295,1,0.94877705,0.231323089,-0.001507926,-2.4,FALSE,376,0,50,0.7,0.65,0.8,Malawi,0.000929073,0.000705244,0.188601717,0.256904514,341,293,0.256904514
106,p208,PWY-5855,ubiquinol-7 biosynthesis (early decarboxylation),ubiquinol-7 biosynthesis (early decarboxylation) (PWY-5855),PWY-5855,0.011280565,0.022546123,246,283,86.9,0.00204954,0.002265217,49,58,84.5,0.002442516,0.002251036,0.672812736,0.62023478,0.1674532,1,0.94877705,0.224198139,-0.000392976,2.4,FALSE,325,0,50,0.7,0.65,0.8,Malawi,0.000453735,0.000367287,0.21754816,0.285576248,341,295,0.285576248
107,p209,PWY-5856,ubiquinol-9 biosynthesis (early decarboxylation),ubiquinol-9 biosynthesis (early decarboxylation) (PWY-5856),PWY-5856,0.011404775,0.022877486,246,283,86.9,0.00204954,0.002265217,49,58,84.5,0.002442516,0.002251036,0.672812736,0.62023478,0.1674532,1,0.94877705,0.224198139,-0.000392976,2.4,FALSE,320,0,50,0.7,0.65,0.8,Malawi,0.000453735,0.000367287,0.21754816,0.285576248,341,295,0.285576248
108,p21,CATECHOL-ORTHO-CLEAVAGE-PWY,catechol degradation to &beta;-ketoadipate,catechol degradation to beta-ketoadipate (CATECHOL-ORTHO-CLEAVAGE-PWY),CATECHOL-ORTHO-CLEAVAGE-PWY,0.019160971,0.038753108,161,283,56.9,0.001106652,0.002618943,21,58,36.2,0.000354871,0.000930136,0.005730226,0.004691363,0.005084025,0.061537643,0.057938333,0.018970944,0.000751781,20.7,TRUE,196,0,50,0.7,0.65,0.8,Malawi,-0.000972454,0.000371314,0.009216124,0.029476967,341,182,0.029476967
109,p210,PWY-5857,ubiquinol-10 biosynthesis (early decarboxylation),ubiquinol-10 biosynthesis (early decarboxylation) (PWY-5857),PWY-5857,0.012891694,0.025536094,246,283,86.9,0.00204954,0.002265217,49,58,84.5,0.002442516,0.002251036,0.672812736,0.62023478,0.1674532,1,0.94877705,0.224198139,-0.000392976,2.4,FALSE,291,0,50,0.7,0.65,0.8,Malawi,0.000453735,0.000367287,0.21754816,0.285576248,341,295,0.285576248
110,p211,PWY-5860,superpathway of demethylmenaquinol-6 biosynthesis I,superpathway of demethylmenaquinol-6 biosynthesis I (PWY-5860),PWY-5860,0.009405401,0.018243218,242,283,85.5,0.009205649,0.007088975,51,58,87.9,0.009992986,0.006703541,0.835734976,0.629957232,0.38367159,1,0.94877705,0.454207503,-0.000787337,-2.4,FALSE,352,0,50,0.7,0.65,0.8,Malawi,0.000615366,0.000670602,0.359463449,0.431142172,341,293,0.431142172
111,p212,PWY-5861,superpathway of demethylmenaquinol-8 biosynthesis I,superpathway of demethylmenaquinol-8 biosynthesis I (PWY-5861),PWY-5861,0.011036502,0.022483473,267,283,94.3,0.012123525,0.008146205,55,58,94.8,0.014576597,0.007961488,1,0.884290155,0.040292234,1,0.990667611,0.080353124,-0.002453072,-0.5,FALSE,328,0,50,0.7,0.65,0.8,Malawi,0.001284922,0.000647086,0.047871235,0.093710751,341,322,0.093710751
112,p213,PWY-5862,superpathway of demethylmenaquinol-9 biosynthesis,superpathway of demethylmenaquinol-9 biosynthesis (PWY-5862),PWY-5862,0.010016442,0.019095203,244,283,86.2,0.009347279,0.007052218,52,58,89.7,0.010227132,0.006613714,0.669854886,0.482802686,0.330718249,1,0.942209208,0.39899154,-0.000879853,-3.5,FALSE,348,0,50,0.7,0.65,0.8,Malawi,0.00069125,0.000660111,0.295766347,0.365625269,341,296,0.365625269
113,p214,PWY-5863,superpathway of phylloquinol biosynthesis,superpathway of phylloquinol biosynthesis (PWY-5863),PWY-5863,0.017037194,0.033502648,220,283,77.7,0.002304954,0.002813535,48,58,82.8,0.002548392,0.002407996,0.483452207,0.397305088,0.142749628,1,0.929445345,0.198206249,-0.000243438,-5.1,FALSE,219,0,50,0.7,0.65,0.8,Malawi,0.000463659,0.00041592,0.265734994,0.335709099,341,268,0.335709099
114,p216,PWY-5896,superpathway of menaquinol-10 biosynthesis,superpathway of menaquinol-10 biosynthesis (PWY-5896),PWY-5896,0.007646299,0.015452575,242,283,85.5,0.010409996,0.007851202,51,58,87.9,0.011917922,0.007645204,0.835734976,0.629957232,0.174705295,1,0.94877705,0.231323089,-0.001507926,-2.4,FALSE,369,0,50,0.7,0.65,0.8,Malawi,0.000929073,0.000705244,0.188601717,0.256904514,341,293,0.256904514
115,p217,PWY-5897,superpathway of menaquinol-11 biosynthesis,superpathway of menaquinol-11 biosynthesis (PWY-5897),PWY-5897,0.01846021,0.037616129,272,283,96.1,0.013856792,0.008490903,57,58,98.3,0.016984248,0.007799857,NA,NA,0.00671312,NA,NA,0.022175306,-0.003127456,-2.2,FALSE,203,0,50,0.7,0.65,0.8,Malawi,0.00157015,0.000609904,0.010464717,0.032192985,341,329,0.032192985
116,p218,PWY-5898,superpathway of menaquinol-12 biosynthesis,superpathway of menaquinol-12 biosynthesis (PWY-5898),PWY-5898,0.016667114,0.033600562,272,283,96.1,0.013856792,0.008490903,57,58,98.3,0.016984248,0.007799857,NA,NA,0.00671312,NA,NA,0.022175306,-0.003127456,-2.2,FALSE,227,0,50,0.7,0.65,0.8,Malawi,0.00157015,0.000609904,0.010464717,0.032192985,341,329,0.032192985
117,p219,PWY-5899,superpathway of menaquinol-13 biosynthesis,superpathway of menaquinol-13 biosynthesis (PWY-5899),PWY-5899,0.019506598,0.03879811,272,283,96.1,0.013856792,0.008490903,57,58,98.3,0.016984248,0.007799857,NA,NA,0.00671312,NA,NA,0.022175306,-0.003127456,-2.2,FALSE,189,0,50,0.7,0.65,0.8,Malawi,0.00157015,0.000609904,0.010464717,0.032192985,341,329,0.032192985
118,p22,CENTFERM-PWY,pyruvate fermentation to butanoate,pyruvate fermentation to butanoate (CENTFERM-PWY),CENTFERM-PWY,0.005459162,0.012403985,67,283,23.7,0.000380899,0.00116542,14,58,24.1,0.000584766,0.00159398,1,0.939830769,0.81334095,1,0.990667611,0.853584382,-0.000203867,-0.4,FALSE,382,0,50,0.7,0.65,0.8,Malawi,0.000209102,0.000266877,0.433872168,0.503891884,341,81,0.503891884
119,p220,PWY-5910,superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) (PWY-5910),PWY-5910,0.027312747,0.0536274,231,283,81.6,0.001451034,0.0015316,35,58,60.3,0.001642593,0.002894354,0.000792436,0.000530773,0.128722546,0.016588215,0.015188369,0.183304544,-0.00019156,21.3,FALSE,117,0,50,0.7,0.65,0.8,Malawi,-0.00037131,0.000330821,0.262491839,0.332654752,341,266,0.332654752
120,p221,PWY-5913,partial TCA cycle (obligate autotrophs),partial TCA cycle (obligate autotrophs) (PWY-5913),PWY-5913,0.050433239,0.10745814,276,283,97.5,0.0617002,0.023726462,57,58,98.3,0.045765845,0.021320708,NA,NA,1.27E-06,NA,NA,2.14E-05,0.015934355,-0.8,TRUE,34,0,50,0.7,0.65,0.8,Malawi,-0.003495579,0.000856848,5.63E-05,0.000504131,341,333,0.000504131
121,p222,PWY-5918,superpathway of heme b biosynthesis from glutamate,superpathway of heme b biosynthesis from glutamate (PWY-5918),PWY-5918,0.014316433,0.027785018,267,283,94.3,0.010471911,0.00825276,57,58,98.3,0.01269918,0.008610098,0.324785866,0.23794579,0.05515758,0.922093205,0.743957089,0.09948965,-0.002227269,-4,FALSE,266,0,50,0.7,0.65,0.8,Malawi,0.001300256,0.000656755,0.048532271,0.094485533,341,324,0.094485533
122,p223,PWY-5920,superpathway of heme b biosynthesis from glycine,superpathway of heme b biosynthesis from glycine (PWY-5920),PWY-5920,0.015046664,0.029897253,257,283,90.8,0.006538486,0.005723286,52,58,89.7,0.007961115,0.006455477,0.804944917,0.783135139,0.132486716,1,0.990667611,0.18756983,-0.001422629,1.1,FALSE,257,0,50,0.7,0.65,0.8,Malawi,0.000861962,0.00057944,0.137791654,0.202664367,341,309,0.202664367
