"","taxonomy","prev_I","p_I","prev_M","p_M","prev_U","p_U","pmin","contaminant"
"X56490c15c9b0fdcccb01063f1052cfa3","Ruminococcaceae_NK4A214_group (RSV667)",198,1,72,0.998761955373138,21,0.768007061665948,0.768007061665948,FALSE
"Xf6916eb95566fe201ba599c690f049a5","Saccharopolyspora (RSV668)",1,NA,0,NA,0,NA,NA,FALSE
"Xa81edf8bb452c03edfa7901fbb5c69f9","Dolosigranulum (RSV671)",7,NA,3,NA,0,NA,NA,FALSE
"Xba8f480bce62abe58019cfe6e7edca8d","Megasphaera (RSV673)",13,0.920572576436052,5,NA,0,NA,0.920572576436052,FALSE
"X6bf797ed3217c1bccc40bf3a568cc50d","Bacteroides (RSV675)",1,NA,0,NA,0,NA,NA,FALSE
"X9cb986fb9a5d33f51977148b33c14fcb","Coprococcus_2 (RSV676)",114,0.999855421205708,43,0.978195556414921,23,0.633580788735461,0.633580788735461,FALSE
"X69b19df65542f6a46ec51a83a8cb81ad","Eubacterium (RSV677)",8,NA,0,NA,0,NA,NA,FALSE
"X20d7361ee8e75641d726de9978d7fa26","Enterobacter (RSV680)",13,0.992239063087141,1,NA,1,NA,0.992239063087141,FALSE
"Xabc20d011da8d413cc9ccaf5aa0fda44","Enterococcus (RSV681)",0,NA,0,NA,1,NA,NA,FALSE
"Xec098ad12ef2923b449a01762462578b","Lactococcus (RSV682)",81,0.98981668956536,6,NA,10,0.794086859734774,0.794086859734774,FALSE
"Xef357d5fdd0f22a5797cdf784de48ccb","Buttiauxella (RSV684)",2,NA,0,NA,0,NA,NA,FALSE
"X26672648de2181a2c04ca33e88a1afd1","Proteus (RSV685)",1,NA,0,NA,0,NA,NA,FALSE
"X4a1547af0bbae2aff8f3222d2fba2102","Ruminiclostridium_6 (RSV686)",138,0.999991024772971,53,0.916443471332017,39,0.853222813195349,0.853222813195349,FALSE
"X97d5269d39a0eae35715f8f6c9219ea5","Sphingomonas (RSV690)",0,NA,1,NA,0,NA,NA,FALSE
"X077d45c6b7641fc08e649fac13b62a9d","Klebsiella (RSV691)",20,0.995659499981212,0,NA,1,NA,0.995659499981212,FALSE
"X7fd6a8fd06f07f444172e3789e19d84a","Christensenellaceae_R-7_group (RSV693)",109,0.999999928177424,42,0.9595989718954,18,0.634992504199079,0.634992504199079,FALSE
"Xdfc82561fb6ae5e03d37d5250f700a6b","Sutterella (RSV697)",40,0.984647077532238,33,0.555314667825579,12,0.730629780530917,0.555314667825579,FALSE
"Xd59eb92ad1cea014dba32c409a075aff","Veillonella (RSV699)",11,0.886994653390219,18,0.940351469616392,8,NA,0.886994653390219,FALSE
"X06858df2fbd352aedac92c93a62a4b5a","unassigned Firmicutes (RSV700)",37,0.994313103404419,21,0.918462648955613,12,0.896979918297274,0.896979918297274,FALSE
"X6c9be80bbc8bf577e37e5e26a21ab66b","Bacteroides (RSV701)",3,NA,3,NA,2,NA,NA,FALSE
"X31c7bc067538dcf7916e8b7cbefa44e5","Anaerostipes (RSV703)",220,0.999999999999996,57,0.965856759490364,49,0.94502131190556,0.94502131190556,FALSE
"X18ef4562cd7b2198170e26cc104b84d5","Dorea (RSV706)",253,1,43,0.991814768187274,15,0.833217527158337,0.833217527158337,FALSE
"X27460ebd5ca1194ad683c271dadf51b2","Bacteroides (RSV708)",1,NA,3,NA,5,NA,NA,FALSE
"X435cd78f12997063e545087b8b4d9b5a","Klebsiella (RSV709)",0,NA,0,NA,1,NA,NA,FALSE
"X58de1a776f099afee157cd5916a2da24","unassigned Firmicutes (RSV710)",64,0.999999998616567,31,0.820850981132144,3,NA,0.820850981132144,FALSE
"Xe15b6ef1cd643dff3f0649b7baba06e8","Ruminococcaceae_UCG-003 (RSV711)",104,0.999949871128848,79,0.999990649908542,36,0.965003867241294,0.965003867241294,FALSE
"Xb05b59bf2a816cf4d1655d3d34a06f90","Enterococcus (RSV712)",11,0.700427836140248,0,NA,1,NA,0.700427836140248,FALSE
"Xcf58ac82704ab443e24d6279d1171d46","Ruminococcus_2 (RSV713)",8,NA,19,0.590996644024956,1,NA,0.590996644024956,FALSE
"X00fa19bf12305f3673ace611e83b0c12","Comamonas (RSV714)",1,NA,0,NA,0,NA,NA,FALSE
"X4965ec28563a149dd7acc75de0f5f9b2","Lelliottia (RSV715)",0,NA,0,NA,3,NA,NA,FALSE
"X5311695b1caad97461726c83ba792bc1","unassigned Proteobacteria (RSV716)",5,NA,4,NA,0,NA,NA,FALSE
"X7d05d6bd132bb92e5fc07136d72e3153","Atopobium (RSV717)",31,0.997139013997717,7,NA,3,NA,0.997139013997717,FALSE
"Xc3f765238b1fecd1d3616db6d9c3d5b1","Prevotella_9 (RSV718)",2,NA,1,NA,1,NA,NA,FALSE
"Xa50a47f24d1d0bd79120420f27beae4c","Prevotella_9 (RSV720)",3,NA,5,NA,0,NA,NA,FALSE
"X3a893286e7a8c6965a9be85b7ec43c60","Roseburia (RSV721)",113,0.999999999416391,40,0.998860727900615,47,0.762164251368019,0.762164251368019,FALSE
"Xf00e27c6aadae91c727863f9902e95b2","Alistipes (RSV722)",0,NA,0,NA,6,NA,NA,FALSE
"Xc27071a3ace23b27c66978948a39d2a4","Enterobacter (RSV723)",4,NA,4,NA,0,NA,NA,FALSE
"X1a23d03e7015acf8d21fbd96b4e4c905","Prevotella_9 (RSV724)",53,0.999008796428445,38,0.948237172216199,1,NA,0.948237172216199,FALSE
"X13ccd3ba728545074b88d13209ca5df6","Comamonas (RSV729)",68,0.999753759606106,11,0.403104188244167,1,NA,0.403104188244167,FALSE
"Xbc9350a59b80d8d6ba12aa3b47ef571d","Coprococcus_1 (RSV734)",266,1,84,0.99999750914302,47,0.718240564256695,0.718240564256695,FALSE
"X71f2d707d77bec299bc82a4335a2aee8","Megasphaera (RSV735)",3,NA,0,NA,0,NA,NA,FALSE
"Xe9398bc0ad9626bc4742c93fd0363bac","Ruminococcus_1 (RSV736)",79,0.999998217608636,6,NA,30,0.777878317149272,0.777878317149272,FALSE
"Xb2d06876a876d2e5a1e33e5152af1af5","Chryseomicrobium (RSV737)",1,NA,0,NA,0,NA,NA,FALSE
"Xea13d2899c81e7e9252ca1e8988aa8cc","unassigned Firmicutes (RSV739)",148,0.999999999989746,28,0.757293462078441,3,NA,0.757293462078441,FALSE
"Xae80ee1968a868df26cebfe372f0612d","Streptococcus (RSV740)",21,0.946669078589458,11,0.381241684352206,3,NA,0.381241684352206,FALSE
"X67cd4827fd423d402b1dcac3b6c53d07","Acinetobacter (RSV741)",0,NA,2,NA,0,NA,NA,FALSE
"X9757b40f934de1117e352e7d2870de42","Veillonella (RSV742)",0,NA,0,NA,1,NA,NA,FALSE
"X03bb92fbfbd29889b4bd7d2ef21f3c96","unassigned Bacteroidetes (RSV746)",81,0.999999970365713,26,0.893602316440122,1,NA,0.893602316440122,FALSE
"X51d884cb2660dd8b33068678bad40357","Tyzzerella_4 (RSV747)",14,0.77124773211908,4,NA,5,NA,0.77124773211908,FALSE
"X98a69380a87e0890b1f64138fa1e4f06","Parasutterella (RSV748)",14,0.944829427098966,7,NA,16,0.411643424177112,0.411643424177112,FALSE
"X67c22b1bd0bdea4142aef4041dee729c","Kocuria (RSV749)",2,NA,0,NA,0,NA,NA,FALSE
"Xa6271f0da5dc2d305fc2c059e15d5f29","Veillonella (RSV750)",5,NA,8,NA,2,NA,NA,FALSE
"X09ad3f07c79e7bbc78206689dc55492d","Oscillibacter (RSV751)",87,0.998036672927393,9,NA,59,0.805726702118358,0.805726702118358,FALSE
"X8074bde1428d06ef117fb5f887caeec8","Piscicoccus (RSV752)",1,NA,0,NA,0,NA,NA,FALSE
"X01954cf7aebc10d45612f237903df8e7","Aeromonas (RSV754)",1,NA,0,NA,0,NA,NA,FALSE
"X4bf141aa5be1e8fdbcf2da98e1bd5405","Parabacteroides (RSV755)",6,NA,8,NA,3,NA,NA,FALSE
"X2555ab896130cd0373de325088a94110","Lachnoclostridium (RSV756)",182,0.999999999999919,64,0.999995929386755,56,0.994251242171873,0.994251242171873,FALSE
"X42513a791253a4ede5c83cfd21e37217","Olsenella (RSV758)",41,0.997268542066957,0,NA,0,NA,0.997268542066957,FALSE
"Xe2b504d4626c82975ca7ae8d285e965c","unassigned Patescibacteria (RSV759)",1,NA,2,NA,0,NA,NA,FALSE
"X97ac3af73f9336a62dbad1b9f6f0a3dd","Prevotella_9 (RSV760)",80,0.999969957597135,0,NA,0,NA,0.999969957597135,FALSE
"X58d18790401acc086379253f6f079d08","Escherichia/Shigella (RSV763)",0,NA,0,NA,2,NA,NA,FALSE
"X35cd15d83fcd0e93488dd7cf315f1dd7","Succinivibrio (RSV764)",3,NA,3,NA,0,NA,NA,FALSE
"X44d48de6e93b9a92b8b75bb705cbc6c5","Acinetobacter (RSV765)",1,NA,0,NA,0,NA,NA,FALSE
"X6c68bb195d823e3ba6244d505ce1988c","Tyzzerella_4 (RSV766)",19,0.760697683134675,0,NA,13,0.208969253446318,0.208969253446318,FALSE
"Xc101d21e14bc24e61a6874833c84870b","Streptococcus (RSV768)",14,0.820323465960607,2,NA,0,NA,0.820323465960607,FALSE
"X89f23cd25b605250bca54c85939a7aaa","Alloprevotella (RSV770)",0,NA,0,NA,1,NA,NA,FALSE
"X518797e948242415c9de53b065d70656","Schlegelella (RSV771)",1,NA,0,NA,0,NA,NA,FALSE
"Xd8af28a9ba3b7889d9e6ac64ef59dc39","Agathobacter (RSV772)",9,NA,53,0.970299694350245,3,NA,0.970299694350245,FALSE
"X3c747dbdc4a8b851cdba4ea6710ee62e","Kocuria (RSV774)",0,NA,2,NA,0,NA,NA,FALSE
"Xe363db6312f34caf94417ecc47592687","Paracoccus (RSV775)",4,NA,0,NA,0,NA,NA,FALSE
"X612c7d470fd8b7936a9006f5baab6d94","Succiniclasticum (RSV776)",0,NA,1,NA,5,NA,NA,FALSE
"X265460d89c1d40e3d1e4e3bcf98fcacd","Blautia (RSV780)",2,NA,0,NA,3,NA,NA,FALSE
"X12c7ebbbfd32d32c2902dfb041214538","Escherichia/Shigella (RSV781)",1,NA,0,NA,0,NA,NA,FALSE
"Xadd7f5d621120b854b4f1ab2f611089e","Prevotella_7 (RSV783)",0,NA,3,NA,2,NA,NA,FALSE
"X5efe9c4123ddb4fd8e8b4da7886b0a2f","Blautia (RSV784)",66,0.989637696396251,25,0.997957174535399,3,NA,0.989637696396251,FALSE
"Xcb7d569e47a0fe35e67b79d499442b18","Tyzzerella_3 (RSV786)",0,NA,2,NA,0,NA,NA,FALSE
"Xb3f047d1a12110e388b5493b22909b8f","Lactobacillus (RSV787)",9,NA,0,NA,0,NA,NA,FALSE
"X664db5e93e9a659c1e9beb4eb3e618cb","Prevotella_2 (RSV789)",72,0.999999999996994,17,0.797329643448027,0,NA,0.797329643448027,FALSE
"X2db5ff795ad81b820216c1b79a1df48a","Coprococcus_2 (RSV791)",86,0.997974742968599,44,0.938760915412697,18,0.923537855728601,0.923537855728601,FALSE
"X843e7a1382d2300fd69768e2029cdd5e","Corynebacterium_1 (RSV792)",6,NA,3,NA,0,NA,NA,FALSE
"X68628a0482200c8223fb32c2567876c6","Libanicoccus (RSV793)",45,0.641720361037738,0,NA,0,NA,0.641720361037738,FALSE
"Xc1b7f821f5866599077a9751b477bdc2","Corynebacterium_1 (RSV794)",2,NA,3,NA,0,NA,NA,FALSE
"Xcd8999653f4602d79dde0b767bfe3c16","Ruminococcaceae_UCG-002 (RSV795)",54,0.904791560205402,28,0.996070169531315,5,NA,0.904791560205402,FALSE
"X6343c15ef6a0b28bb8d019ebbcd0a55a","Barnesiella (RSV803)",5,NA,0,NA,9,NA,NA,FALSE
"Xfef4a37f1f4d24a6c91f5caf8fbaa33d","Alistipes (RSV804)",115,0.999999318554003,26,0.893005606599627,42,0.696080088351986,0.696080088351986,FALSE
"X5287d8ae64d1e964b0bb7c203d98e154","unassigned Firmicutes (RSV805)",47,0.975617043497345,59,0.954440965811134,27,0.509120210863422,0.509120210863422,FALSE
"Xbec077716b74b1838b0e5e21352ec5b9","Prevotella_9 (RSV808)",40,0.998716242124404,31,0.922362718949417,1,NA,0.922362718949417,FALSE
"Xf664a73e7de6e00ff70e013369499cbd","Lachnospira (RSV809)",77,0.999944619813332,60,0.998027594606509,41,0.931531809215726,0.931531809215726,FALSE
"X8dc998690c208848dc6a884219d1d78b","Ruminococcaceae_UCG-002 (RSV811)",71,0.999998289977735,52,0.995162710944985,12,0.5605039403804,0.5605039403804,FALSE
"Xc1ee1ff12dfa03db852386be3249a377","Enterococcus (RSV815)",7,NA,0,NA,1,NA,NA,FALSE
"Xcc7aa3102f6e49b78eecf686cf0389c0","Rothia (RSV818)",50,0.999766089825516,2,NA,1,NA,0.999766089825516,FALSE
"X39ad3267db6e7e83e902b055e87c8b31","Barnesiella (RSV823)",3,NA,3,NA,10,0.730133926664485,0.730133926664485,FALSE
"Xb31654490993ad3ea4b878c408c2aa67","Negativicoccus (RSV824)",2,NA,0,NA,0,NA,NA,FALSE
"Xcb17ef306146fe98440e15e8181ab0a4","Parabacteroides (RSV825)",1,NA,1,NA,4,NA,NA,FALSE
"X030e36497ce2fd1e74aaf812d492c8db","Ruminococcus_1 (RSV826)",25,0.889032211800219,37,0.902240393555865,10,0.700895962497367,0.700895962497367,FALSE
"X659312094e9a4f232ead249176df5b7b","Ruminococcaceae_UCG-002 (RSV827)",87,0.981940166535926,47,0.843811992693843,9,NA,0.843811992693843,FALSE
"X12cf5d95735597d5e14b9bc8cabd5ba8","Escherichia/Shigella (RSV828)",2,NA,0,NA,0,NA,NA,FALSE
"Xa6d7fddb79dfed55104e2cbf7677531a","Bacteroides (RSV830)",11,0.863815662029659,15,0.911707407071136,8,NA,0.863815662029659,FALSE
"X6b3627d9edaf6b9b30dc30c2bcd893c4","Citrobacter (RSV832)",1,NA,0,NA,2,NA,NA,FALSE
"X325b141da2660bce33e307eb99cd7538","Libanicoccus (RSV835)",0,NA,4,NA,1,NA,NA,FALSE
"X2474229b4d491500a4e614f466b8a887","Acinetobacter (RSV838)",1,NA,0,NA,0,NA,NA,FALSE
"Xe387d8b5cf3d6c61e65019accb884109","Mitsuokella (RSV839)",63,0.999998552732342,13,0.618689252140367,1,NA,0.618689252140367,FALSE
"Xec6c9233b72090035eb87c6ff39a84a7","Bacteroides (RSV840)",30,0.403509225431728,2,NA,2,NA,0.403509225431728,FALSE
"X0dcea0611434e0a406939963d1a5ce06","Prevotella_9 (RSV841)",26,0.884203798075114,27,0.980244094948902,0,NA,0.884203798075114,FALSE
"X8e121f6e82f82d6e7e2f831b9ce9e75c","unassigned Firmicutes (RSV842)",164,0.999999999957389,50,0.856204620733116,16,0.526722169774811,0.526722169774811,FALSE
"Xb6181754e235bdbb1d792c568a85c2bd","Prevotella (RSV843)",8,NA,6,NA,7,NA,NA,FALSE
"Xaecd6eea769f8326105fcea9058f2b41","Flavonifractor (RSV844)",14,0.68766471213348,3,NA,17,0.803876042152191,0.68766471213348,FALSE
"Xa597c0f0bbffef5f2c254de6a70d13d5","Bifidobacterium (RSV845)",1,NA,0,NA,1,NA,NA,FALSE
"X5151c60dfd834bbba59950eaf8bddfa1","unassigned Bacteroidetes (RSV847)",94,0.99999735306477,39,0.994805217677725,0,NA,0.994805217677725,FALSE
"X28b55b131636d910df26d8b99439460e","Prevotella_2 (RSV850)",53,0.995989055534525,26,0.751074008111422,0,NA,0.751074008111422,FALSE
"Xc39cea2193e0d56af9669a1b2d5c21be","Christensenellaceae_R-7_group (RSV851)",232,1,70,0.999992777423018,38,0.851845327814965,0.851845327814965,FALSE
"X37020b47521b3745084f867b8c1f7bc3","Bifidobacterium (RSV853)",192,0.999795116017655,2,NA,4,NA,0.999795116017655,FALSE
"X48ca852d6fb7cd259c13838915e3c0a9","Corynebacterium_1 (RSV855)",2,NA,0,NA,0,NA,NA,FALSE
"X66b5974c391190a6307245b4b96b4b00","Megasphaera (RSV856)",5,NA,2,NA,0,NA,NA,FALSE
"X777dafa3e5bad680cc5a2c1418e8b728","Lachnoclostridium (RSV857)",185,1,84,0.999999851878736,43,0.895234135168206,0.895234135168206,FALSE
"X9807ec586912246d63fa99d8f3337fef","Actinomyces (RSV858)",3,NA,0,NA,0,NA,NA,FALSE
"X257a3feb1cfa43f2c55429863b0f16b3","unassigned Firmicutes (RSV860)",51,0.97964240290566,21,0.781646629743282,15,0.644353309353009,0.644353309353009,FALSE
"X4f8285827d64ed44a3a48f09c8deb2fb","Peptoniphilus (RSV862)",11,0.980384060199205,5,NA,1,NA,0.980384060199205,FALSE
"Xc120b8ae22ab056a50e9e339b12a154d","unassigned Patescibacteria (RSV863)",16,0.761949752723749,0,NA,0,NA,0.761949752723749,FALSE
"X94b51e4d3cd9c11f4295019c56c54fff","Fournierella (RSV864)",159,0.999999998634744,79,0.992771147276698,6,NA,0.992771147276698,FALSE
"Xb80e17f078c884ecbef1ca2c1096270d","Bacteroides (RSV865)",0,NA,0,NA,1,NA,NA,FALSE
"X322405d83254b4c4dffc32ad606ff5ba","Bacteroides (RSV867)",0,NA,0,NA,1,NA,NA,FALSE
"Xc73b2e2600fd55875735a0b1f6e39bb0","Escherichia/Shigella (RSV868)",1,NA,0,NA,0,NA,NA,FALSE
"Xe1ae03f7469bbc8719128f141c3c47aa","Ruminococcus_2 (RSV869)",23,0.815195112615235,11,0.753413839277239,0,NA,0.753413839277239,FALSE
"X3c386be97517c638b262caca9fbe4017","Lachnospiraceae_NK3A20_group (RSV871)",40,0.916405721549176,21,0.653074337862144,0,NA,0.653074337862144,FALSE
"Xf65fa50fb4cf7f3bc79940072d03560e","Acinetobacter (RSV872)",0,NA,1,NA,0,NA,NA,FALSE
"X75898ee9cf88c7611070821f99cca4fa","Parabacteroides (RSV873)",101,0.999379071814902,44,0.899452982349354,2,NA,0.899452982349354,FALSE
"X65afbfb531be81fe5f15b5ea41ff4750","Alloprevotella (RSV874)",48,0.988212287795932,5,NA,0,NA,0.988212287795932,FALSE
"Xf14b54eeab27d051ce1a2853f6dc8c76","Klebsiella (RSV877)",1,NA,1,NA,0,NA,NA,FALSE
"Xac1d4e46240660a75dd561498d1c50df","Ruminococcaceae_UCG-005 (RSV878)",182,1,70,0.999993842110638,32,0.919793062602234,0.919793062602234,FALSE
"X36c019c17f90eb457c5c14b45b08767f","Selenomonas (RSV879)",19,0.999842596887055,0,NA,0,NA,0.999842596887055,FALSE
"Xd71a23d2c2e51b81e867a7ae447a0fdd","Chryseobacterium (RSV880)",0,NA,3,NA,0,NA,NA,FALSE
"X3d38cc447bd149152f20d227e06c8fbe","Lactobacillus (RSV881)",10,0.680482743894722,1,NA,0,NA,0.680482743894722,FALSE
"X4b6e9116acce675686f97a27b7ed5549","unassigned Bacteroidetes (RSV883)",0,NA,3,NA,0,NA,NA,FALSE
"Xa39d801345fa448b725cc560f78f64bd","Ruminococcus_2 (RSV884)",33,0.856670723771634,13,0.946296865822833,15,0.640715232744063,0.640715232744063,FALSE
"X7cf7b2307a3dd33acbec63c89e54fd3a","Prevotella_9 (RSV887)",55,0.997245976567513,25,0.489554567478385,0,NA,0.489554567478385,FALSE
"X7762559411c3c2c9636f3cd2f97448a4","Libanicoccus (RSV889)",10,0.349286559901821,2,NA,0,NA,0.349286559901821,FALSE
"X88d5ca47e5a071e2efc7b2032410dd22","Prevotella_9 (RSV890)",12,0.872215393005392,8,NA,0,NA,0.872215393005392,FALSE
"X026a7201865e340fc468259cc1429fd4","unassigned Firmicutes (RSV891)",268,0.999999999970861,69,0.999679088974901,37,0.997228429635091,0.997228429635091,FALSE
"X5d6e12572a564d9be7371a919a31a6af","Escherichia/Shigella (RSV893)",2,NA,0,NA,0,NA,NA,FALSE
"Xc531ec2cd6e20b0eead419cb1e193d12","Prevotella_9 (RSV894)",12,0.934651977064757,23,0.89190031052197,1,NA,0.89190031052197,FALSE
"Xeb8e2a47268b1f21a1c437143b001120","Comamonas (RSV895)",1,NA,0,NA,0,NA,NA,FALSE
"X7ec92c7d6a034472332c40a84fe00b39","Lachnospiraceae_NK4A136_group (RSV896)",44,0.925178835753386,57,0.988603958355651,3,NA,0.925178835753386,FALSE
"X289c46bcf90581d8df3f07634e0e6d6e","Escherichia/Shigella (RSV897)",1,NA,0,NA,1,NA,NA,FALSE
"X85b2da37bb23efc7a763c09de329b139","Phascolarctobacterium (RSV899)",16,0.887811107661751,12,0.1760757086869,3,NA,0.1760757086869,FALSE
"Xe23e6e753f8771cd5e00282399b8e86b","unassigned Firmicutes (RSV902)",132,0.999886575320901,11,0.990233009449425,16,0.972356745648745,0.972356745648745,FALSE
"Xddf584db8831fe5bda3f1ad2971a236d","Klebsiella (RSV903)",5,NA,0,NA,0,NA,NA,FALSE
"X57378dc53db0a0dd8a8a0d3b4ea0ac5e","Klebsiella (RSV904)",21,0.912290469640408,0,NA,1,NA,0.912290469640408,FALSE
"Xaaf0dd1c76c7b0fb95fd083984b4c7d6","Prevotella_2 (RSV906)",42,0.902169814034017,34,0.758834175022154,0,NA,0.758834175022154,FALSE
"Xfe65523d081b0bb2b10355c2960aee93","Bifidobacterium (RSV908)",1,NA,0,NA,0,NA,NA,FALSE
"Xa29990fffb08af05632b35e9d3d8fd77","Ruminococcaceae_UCG-014 (RSV909)",73,0.959874530042421,27,0.818923123154462,11,0.70202299810472,0.70202299810472,FALSE
"Xf1dab1c0738d6b1d9b668db37f92ad3d","Buttiauxella (RSV910)",5,NA,0,NA,0,NA,NA,FALSE
"Xf49ef94e0df99efd232d01c292080890","Mitsuokella (RSV911)",0,NA,23,0.850160319930085,0,NA,0.850160319930085,FALSE
"Xa64ac285e3067b805a98834f966e243c","unassigned Bacteroidetes (RSV912)",15,0.682011759553976,18,0.769700514095007,1,NA,0.682011759553976,FALSE
"Xa43ac195ae760513c79622ac9ac6ff2d","Odoribacter (RSV914)",60,0.999817965784454,36,0.961465506303545,49,0.940074295840525,0.940074295840525,FALSE
"X48b2e769eff17ea8a66ecbc5e5b79f54","Megasphaera (RSV916)",0,NA,0,NA,1,NA,NA,FALSE
"Xe9716bb6aa1c59bcd73851e74ded543a","Megamonas (RSV917)",14,0.98727838828392,4,NA,0,NA,0.98727838828392,FALSE
"X8e0e95a2506e1d07e9e82d04f6f571ef","Prevotella_9 (RSV918)",9,NA,11,0.646207786080297,1,NA,0.646207786080297,FALSE
"X5bb6cbb55b3ae834cc9201b71094668d","Libanicoccus (RSV921)",20,0.692946588433706,0,NA,0,NA,0.692946588433706,FALSE
"Xfdb401a34cb3a9afe89c3755e18f18fc","Corynebacterium_1 (RSV922)",1,NA,0,NA,0,NA,NA,FALSE
"X3ccb001711e1d00a820fc6528da1ccda","Rikenellaceae_RC9_gut_group (RSV925)",74,0.779078352961306,33,0.92610149848477,4,NA,0.779078352961306,FALSE
"X33f8450a6a1ca843cacb2d9a56cf5be4","Sutterella (RSV926)",33,0.984987683781897,34,0.751035075634322,4,NA,0.751035075634322,FALSE
"X1f7af4f1c04bd6c6adf197117e9457be","unassigned Firmicutes (RSV929)",23,0.80028238449623,25,0.809198295696384,2,NA,0.80028238449623,FALSE
"X0be8526dc46020a9038263935ab6f946","Megasphaera (RSV932)",29,0.577113115929299,0,NA,0,NA,0.577113115929299,FALSE
"Xcd7c30498ca6e64224a91e3436ddd087","Catabacter (RSV933)",8,NA,0,NA,2,NA,NA,FALSE
"X793e7940836d340745bc3ebb18588a38","Paracoccus (RSV935)",1,NA,0,NA,0,NA,NA,FALSE
"Xe10b7d06d436aafd9c70141469476a07","Parabacteroides (RSV936)",0,NA,0,NA,9,NA,NA,FALSE
"X3c81266577d1fa34d82d8f5159bc391f","Collinsella (RSV938)",0,NA,0,NA,1,NA,NA,FALSE
"Xa3d7fc693464ddf45791982708fd4142","Prevotella_2 (RSV941)",65,0.999999915841198,8,NA,0,NA,0.999999915841198,FALSE
"X15ceb00ebfbfe7d69e79f08436f255f9","Bacteroides (RSV943)",13,0.757648218718271,3,NA,9,NA,0.757648218718271,FALSE
"X7d1056cdb2c52aaeebcc69fae394fce9","Pseudomonas (RSV945)",0,NA,1,NA,1,NA,NA,FALSE
"X4d93383d0d775f7979f2fbe804ff9997","Acidovorax (RSV946)",1,NA,0,NA,0,NA,NA,FALSE
"X50fe9ee87693365cc51b35b2b1345ec3","Ruminococcaceae_UCG-014 (RSV948)",4,NA,6,NA,0,NA,NA,FALSE
"X31c5d6d689fe24ec7157fa1c0783fbd4","Methylobacterium (RSV949)",1,NA,0,NA,0,NA,NA,FALSE
"X6c3b86997fdf64c3392f4cedaa82174e","Alloprevotella (RSV950)",45,0.91153264342928,11,0.777793479883335,1,NA,0.777793479883335,FALSE
"Xc252b2c99cad5caceb3cb732bda0c331","unassigned Bacteroidetes (RSV951)",16,0.863565053202814,13,0.840359670054745,1,NA,0.840359670054745,FALSE
"X53e1de6ce8e4776f971217acb11c543e","Megasphaera (RSV953)",30,0.680812610753429,1,NA,0,NA,0.680812610753429,FALSE
"X44cae38ace30f54ee81cc5c5b2ce47eb","Alistipes (RSV954)",106,0.999654508539845,34,0.659430820228717,24,0.571416915801317,0.571416915801317,FALSE
"Xdb6c204db014ffbd6f8f625dfc019cd8","Prevotella_9 (RSV956)",4,NA,2,NA,0,NA,NA,FALSE
"X6d7d06cab2eb50a9cdeb20060fd70fc7","Bacteroides (RSV957)",0,NA,0,NA,1,NA,NA,FALSE
"Xa766112c112b67031225f9d07bc4a60d","Parabacteroides (RSV958)",2,NA,4,NA,3,NA,NA,FALSE
"Xe803ce36afc1003f1c9d1cfd3647dbaf","Megasphaera (RSV960)",0,NA,3,NA,0,NA,NA,FALSE
"Xb8804d96062d2f0b001feeb2a6365fb5","Streptococcus (RSV961)",1,NA,0,NA,1,NA,NA,FALSE
"X0a2b656f994fc7cfd4dca36fb58085f7","Bacteroides (RSV962)",4,NA,4,NA,7,NA,NA,FALSE
"Xc84ba0f3dbc385496fe8ed06289b3da8","Rikenellaceae_RC9_gut_group (RSV963)",30,0.923251555030137,1,NA,0,NA,0.923251555030137,FALSE
"X013294676ede34c290a25d5da1d2540d","Bacteroides (RSV965)",3,NA,1,NA,1,NA,NA,FALSE
"X20a4ef09ca6e01e1cc0421853f672b7e","Lachnoclostridium (RSV966)",228,1,82,0.999999872217424,48,0.983752838741376,0.983752838741376,FALSE
"X7c1392372060c82f91782245f7b90595","Bacteroides (RSV967)",10,0.800995297786874,4,NA,13,0.66632328511185,0.66632328511185,FALSE
"Xc5be3cbb0c4c3ad43d1c9902233d0993","Erysipelotrichaceae_UCG-003 (RSV968)",104,0.974547944793742,67,0.995267151613998,50,0.926997996391485,0.926997996391485,FALSE
"X53f976e60f93b527ffa62fbe48254d53","Barnesiella (RSV970)",14,0.671730833065045,12,0.402004165061935,3,NA,0.402004165061935,FALSE
"Xa8eb3e86e896febff5f3e223f84ba94b","Parabacteroides (RSV971)",38,0.986713970550821,17,0.764813218960884,9,NA,0.764813218960884,FALSE
"Xfd48d5f67b2ff9c782a31fb4c1be8c36","Acinetobacter (RSV973)",4,NA,2,NA,0,NA,NA,FALSE
"X428d8c0a352fd971554e20acf6eb1546","Prevotella_2 (RSV974)",75,0.999999999999997,23,0.849602330562991,0,NA,0.849602330562991,FALSE
"X95935faf42a952704ac04964f6f08246","Acinetobacter (RSV975)",1,NA,0,NA,0,NA,NA,FALSE
"Xf58780c42d4fdf9e1e64a1bd4667d8e1","Veillonella (RSV976)",1,NA,3,NA,0,NA,NA,FALSE
"X1d5d65bf5ed3436d8712b56460b49b76","Sutterella (RSV977)",3,NA,12,0.121360512752842,4,NA,0.121360512752842,FALSE
"Xf3dc239b6d6c09c017eecdf80ee003d6","Haemophilus (RSV978)",11,0.862179719192235,30,0.970811122978046,4,NA,0.862179719192235,FALSE
